지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),날씨,전운량(10분위)
112,2017.7.3 1:00,22.7,11.4,4.3,98,,보통비계속,10
112,2017.7.3 2:00,23.3,0.3,4.1,98,,약한비계속,10
112,2017.7.3 3:00,23.3,0.3,4.6,98,,약한비계속,10
112,2017.7.3 4:00,22.8,0.1,5.5,98,,약한비단속,10
112,2017.7.3 5:00,22.4,0,4.3,98,,약한비단속,10
112,2017.7.3 6:00,22.7,0,4.1,98,,비 끝남,10
112,2017.7.3 7:00,22.8,0,4,98,,약한비단속,10
112,2017.7.3 8:00,22.3,0.2,2.9,97,,비 끝남,10
112,2017.7.3 9:00,22.1,,3.3,98,,박무,10
112,2017.7.3 10:00,22.3,,2.5,98,,박무,10
112,2017.7.3 11:00,23.5,,2.3,95,,박무,8
112,2017.7.3 12:00,24.7,,3,87,,구름많음,7
112,2017.7.3 13:00,24.4,,3.5,90,,흐림,10
112,2017.7.3 14:00,24.6,,2.6,89,,흐림,10
112,2017.7.3 15:00,23.8,,4.9,93,,박무,10
112,2017.7.3 16:00,23.8,,3.9,94,,박무,10
112,2017.7.3 17:00,23.8,,4,95,,박무,10
112,2017.7.3 18:00,23.2,,2.8,97,,안개강해짐,10
112,2017.7.3 19:00,22.9,,3.4,97,,안개강해짐,10
112,2017.7.3 20:00,22.9,,3,98,,안개 끝,10
112,2017.7.3 21:00,22.6,,2.1,98,,안개 끝,10
112,2017.7.3 22:00,22.8,,2.9,97,,,
112,2017.7.3 23:00,22.9,,2.5,97,,,
112,2017.7.4 0:00,23,0,1.3,97,,비 끝남,10
112,2017.7.4 1:00,23,0.6,0.9,97,,약한비계속,10
112,2017.7.4 2:00,23,0,1.8,98,,약한비단속,10
112,2017.7.4 3:00,23.1,4.7,0.6,98,,보통비계속,10
112,2017.7.4 4:00,23,0.7,1.1,98,,약한비계속,10
112,2017.7.4 5:00,23,1.6,1.2,98,,약한비계속,10
112,2017.7.4 6:00,23.1,0.2,1.2,98,,약한비단속,10
112,2017.7.4 7:00,23.3,0,1.9,98,,비 끝남,10
112,2017.7.4 8:00,23.7,,0.5,98,,안개 끝,10
112,2017.7.4 9:00,24.3,,1.6,97,,박무,8
112,2017.7.4 10:00,25.3,,2,87,,박무,8
112,2017.7.4 11:00,26.5,,2.5,80,,박무,3
112,2017.7.4 12:00,26.7,,3.1,78,,박무,3
112,2017.7.4 13:00,27.5,,2.9,74,,박무,1
112,2017.7.4 14:00,27.6,,3.3,77,,맑음,0
112,2017.7.4 15:00,28.1,,3.7,68,,맑음,1
112,2017.7.4 16:00,28.2,,3.2,69,,구름조금,3
112,2017.7.4 17:00,27.5,,2.9,77,,구름많음,7
112,2017.7.4 18:00,26.4,,3.8,78,,박무,8
112,2017.7.4 19:00,25.2,,4.3,81,,,
112,2017.7.4 20:00,24.2,,3.1,83,,,
112,2017.7.4 21:00,23.8,,3,91,,박무,3
112,2017.7.4 22:00,23.5,,2.3,92,,,
112,2017.7.4 23:00,23.2,,1.2,94,,,
112,2017.7.5 0:00,23,,2.4,95,,박무,3
112,2017.7.5 1:00,22.8,,1.4,96,,,
112,2017.7.5 2:00,22.9,,0.8,96,,,
112,2017.7.5 3:00,22.7,,1.8,97,,안개 끝,8
112,2017.7.5 4:00,22.7,,1.3,98,,안개 끝,10
112,2017.7.5 5:00,22.5,,0.8,95,,박무,8
112,2017.7.5 6:00,22.6,,0.8,91,,박무,7
112,2017.7.5 7:00,23.2,,1.2,89,,구름많음,8
112,2017.7.5 8:00,23.8,,1,86,,박무,8
112,2017.7.5 9:00,25.1,,1.3,73,,박무,7
112,2017.7.5 10:00,26.3,,1.7,68,,구름많음,7
112,2017.7.5 11:00,27.2,,2.5,66,,구름많음,8
112,2017.7.5 12:00,28.3,,2.1,62,,구름많음,7
112,2017.7.5 13:00,28.5,,2.9,63,,구름많음,8
112,2017.7.5 14:00,29.6,,2.7,60,,구름많음,8
112,2017.7.5 15:00,29.7,,2.9,61,,맑음,2
112,2017.7.5 16:00,29.9,,3.3,60,,맑음,0
112,2017.7.5 17:00,29.5,,3.6,59,,맑음,0
112,2017.7.5 18:00,29,,2.7,62,,맑음,0
112,2017.7.5 19:00,27.1,,3.3,73,,,
112,2017.7.5 20:00,26.3,,2.9,68,,,
112,2017.7.5 21:00,26,,0.6,74,,연무,0
112,2017.7.5 22:00,25.8,,1,73,,,
112,2017.7.5 23:00,24.9,,3,78,,,
112,2017.7.6 0:00,24.5,,1.6,84,,박무,3
112,2017.7.6 1:00,24.4,,0.2,86,,,
112,2017.7.6 2:00,24.1,,0.3,86,,,
112,2017.7.6 3:00,23.8,,1.7,93,,박무,1
112,2017.7.6 4:00,23.5,,1.2,95,,박무,4
112,2017.7.6 5:00,23.2,,0.9,96,,박무,5
112,2017.7.6 6:00,23.4,,0,94,,박무,7
112,2017.7.6 7:00,24.3,,1.2,86,,박무,7
112,2017.7.6 8:00,25,,1.2,76,,박무,8
112,2017.7.6 9:00,26.7,,2.1,71,,연무,8
112,2017.7.6 10:00,28.3,,2.5,70,,연무,7
112,2017.7.6 11:00,28.9,,3.2,68,,연무,9
112,2017.7.6 12:00,29.5,,3.2,65,,연무,9
112,2017.7.6 13:00,29.9,,3.6,67,,연무,5
112,2017.7.6 14:00,30.1,,3.8,64,,연무,1
112,2017.7.6 15:00,30.4,,4.4,59,,맑음,1
112,2017.7.6 16:00,30.2,,4.1,65,,맑음,2
112,2017.7.6 17:00,29.7,,4.6,70,,연무,0
112,2017.7.6 18:00,28.1,,3.7,75,,구름조금,4
112,2017.7.6 19:00,27.1,,2.1,85,,,
112,2017.7.6 20:00,25.8,,3.6,91,,,
112,2017.7.6 21:00,25.2,,2.8,93,,박무,4
112,2017.7.6 22:00,25.4,,1.9,88,,,
112,2017.7.6 23:00,25.5,,0.7,85,,,
112,2017.7.7 0:00,25.6,,1.2,87,,구름많음,7
112,2017.7.7 1:00,25.6,,2.9,85,,,
112,2017.7.7 2:00,25.3,,4.3,84,,,
112,2017.7.7 3:00,25.1,,2.3,84,,구름많음,7
112,2017.7.7 4:00,25,,3.1,83,,구름많음,7
112,2017.7.7 5:00,25,0,4,83,,약한비단속,10
112,2017.7.7 6:00,24.1,3.3,2.9,95,,비 끝남,10
112,2017.7.7 7:00,24.3,,3.5,95,,흐림,10
112,2017.7.7 8:00,24.8,0,3.9,89,,약한비단속,10
112,2017.7.7 9:00,26.1,0,3.5,81,,약한비단속,10
112,2017.7.7 10:00,26.5,0,4,81,,비 끝남,10
112,2017.7.7 11:00,27.1,0,4.8,80,,비 끝남,10
112,2017.7.7 12:00,27.8,,5.3,78,,흐림,10
112,2017.7.7 13:00,27.8,0,4.9,79,,약한비단속,10
112,2017.7.7 14:00,27.8,0,5.8,80,,약한비단속,10
112,2017.7.7 15:00,27.7,0,4.5,81,,약한비단속,10
112,2017.7.7 16:00,27.7,0,4.9,81,,약한비단속,10
112,2017.7.7 17:00,26.8,0,5.4,86,,약한비단속,10
112,2017.7.7 18:00,26,1.1,5.8,92,,약한비계속,10
112,2017.7.7 19:00,25.3,2.6,5.4,94,,약한비계속,10
112,2017.7.7 20:00,25.3,1.2,5.6,95,,약한비단속,10
112,2017.7.7 21:00,25.2,1,5.2,95,,약한비계속,10
112,2017.7.7 22:00,25.3,0,4.4,94,,약한비단속,10
112,2017.7.7 23:00,25.3,0,4,94,,비 끝남,10
112,2017.7.8 0:00,25.3,,4.1,93,,흐림,9
112,2017.7.8 1:00,25.1,,3.4,94,,,
112,2017.7.8 2:00,25,,3.4,94,,,
112,2017.7.8 3:00,25.2,,3.8,92,,흐림,10
112,2017.7.8 4:00,25.3,,5,94,,박무,10
112,2017.7.8 5:00,25.1,0,4.8,94,,약한비단속,10
112,2017.7.8 6:00,25.2,0,5.3,94,,약한비단속,10
112,2017.7.8 7:00,24.4,0,4.9,93,,비 끝남,10
112,2017.7.8 8:00,24.2,3.3,4.1,96,,보통비단속,10
112,2017.7.8 9:00,24.2,0.8,4.5,96,,약한비단속,10
112,2017.7.8 10:00,24.5,0.1,5.5,96,,약한비단속,10
112,2017.7.8 11:00,24.7,0,5.8,95,,비 끝남,10
112,2017.7.8 12:00,25.1,,4,94,,박무,10
112,2017.7.8 13:00,25.5,,3.4,92,,박무,10
112,2017.7.8 14:00,25.7,,3.8,91,,박무,10
112,2017.7.8 15:00,26.1,,4.6,87,,박무,10
112,2017.7.8 16:00,25.8,,3.6,88,,흐림,10
112,2017.7.8 17:00,26,,3.5,88,,흐림,10
112,2017.7.8 18:00,25.9,,3.5,87,,흐림,10
112,2017.7.8 19:00,25.5,,3.3,89,,,
112,2017.7.8 20:00,25.2,,3.1,89,,,
112,2017.7.8 21:00,25.1,,2.2,90,,흐림,9
112,2017.7.8 22:00,25.3,,2.5,89,,,
112,2017.7.8 23:00,25.3,0,3.2,90,,약한비단속,9
112,2017.7.9 0:00,25.3,0,2.8,91,,비 끝남,9
112,2017.7.9 1:00,25.4,0,2.2,92,,약한비단속,9
112,2017.7.9 2:00,25,0.3,3.7,94,,비 끝남,10
112,2017.7.9 3:00,24.9,0,2.7,93,,비 끝남,10
112,2017.7.9 4:00,25,,3.5,88,,흐림,10
112,2017.7.9 5:00,24.9,,2.4,87,,흐림,10
112,2017.7.9 6:00,24.9,,2.9,88,,흐림,10
112,2017.7.9 7:00,25,0,2.7,90,,비 끝남,10
112,2017.7.9 8:00,25.4,,3.6,88,,박무,10
112,2017.7.9 9:00,25.8,,3.7,87,,흐림,10
112,2017.7.9 10:00,26.8,,4.7,83,,구름많음,7
112,2017.7.9 11:00,27.5,,3.3,83,,흐림,9
112,2017.7.9 12:00,28,,3.4,80,,흐림,9
112,2017.7.9 13:00,28.7,,3.3,78,,구름많음,8
112,2017.7.9 14:00,28.3,,2.9,83,,흐림,10
112,2017.7.9 15:00,27.2,,3.9,88,,흐림,10
112,2017.7.9 16:00,27.6,,1.9,82,,구름많음,8
112,2017.7.9 17:00,27.3,,2.1,83,,흐림,10
112,2017.7.9 18:00,27.3,,1.2,84,,흐림,9
112,2017.7.9 19:00,27.2,,1.2,84,,,
112,2017.7.9 20:00,26.4,0,1.4,89,,약한비단속,10
112,2017.7.9 21:00,25.7,0.1,2.8,95,,"뇌우끝,비",10
112,2017.7.9 22:00,25.1,6.6,3.2,96,,보통비계속,10
112,2017.7.9 23:00,24.1,3.3,4.2,96,,보통비계속,10
112,2017.7.10 0:00,24.2,5,2.5,97,,보통비계속,10
112,2017.7.10 1:00,24.2,3.9,3.3,98,,뇌우,10
112,2017.7.10 2:00,24.2,1.5,5.1,96,,"뇌우끝,비",10
112,2017.7.10 3:00,24.2,0,4.6,96,,약한비단속,10
112,2017.7.10 4:00,24.4,0.3,5.5,96,,약한비계속,10
112,2017.7.10 5:00,24.7,0.1,6.4,95,,비 끝남,10
112,2017.7.10 6:00,24.8,,5.7,94,,박무,10
112,2017.7.10 7:00,24.8,1.6,5.1,95,,약한비계속,10
112,2017.7.10 8:00,24.8,5.4,5.2,97,,비 끝남,10
112,2017.7.10 9:00,24.8,,5.3,96,,박무,10
112,2017.7.10 10:00,24.9,0,5.6,94,,약한비단속,10
112,2017.7.10 11:00,24.4,7.6,5.4,97,,보통비계속,10
112,2017.7.10 12:00,24.2,5.2,5.1,98,,보통비단속,10
112,2017.7.10 13:00,23.6,14.7,5.1,98,,보통비계속,10
112,2017.7.10 14:00,23.5,4.8,2.6,98,,보통비단속,10
112,2017.7.10 15:00,23.6,3.7,4,98,,보통비단속,10
112,2017.7.10 16:00,23.3,11.4,2.6,98,,보통비단속,10
112,2017.7.10 17:00,23.1,7.7,2.1,98,,보통비계속,10
112,2017.7.10 18:00,23.1,0.4,1.3,98,,약한비계속,10
112,2017.7.10 19:00,23.2,14.6,1.5,98,,보통비계속,10
112,2017.7.10 20:00,22.7,10.3,2.4,98,,보통비계속,10
112,2017.7.10 21:00,22.2,4.5,2.4,98,,보통비계속,10
112,2017.7.10 22:00,22.2,2.5,1.1,98,,약한비계속,10
112,2017.7.10 23:00,22.2,0.2,2.1,98,,비 끝남,10
112,2017.7.11 0:00,22.3,0.4,1.4,98,,약한비단속,10
112,2017.7.11 1:00,22.4,0.1,1.6,98,,약한비단속,10
112,2017.7.11 2:00,22.1,1.9,2.4,98,,약한비단속,10
112,2017.7.11 3:00,22.2,0,3.3,98,,비 끝남,7
112,2017.7.11 4:00,22.1,,2.2,98,,흐림,9
112,2017.7.11 5:00,22.2,,1.9,96,,흐림,9
112,2017.7.11 6:00,22.6,,1.4,96,,흐림,9
112,2017.7.11 7:00,22.6,,1.7,97,,흐림,9
112,2017.7.11 8:00,22.8,,1.4,96,,흐림,9
112,2017.7.11 9:00,23,,1.6,93,,흐림,9
112,2017.7.11 10:00,24.3,,2.4,82,,구름많음,7
112,2017.7.11 11:00,25.3,,3.3,79,,흐림,9
112,2017.7.11 12:00,26.8,,3.1,76,,박무,9
112,2017.7.11 13:00,27.7,,2.8,70,,박무,1
112,2017.7.11 14:00,28.4,,2.8,71,,박무,1
112,2017.7.11 15:00,28.4,,2.6,78,,박무,5
112,2017.7.11 16:00,27.8,,3.5,80,,박무,9
112,2017.7.11 17:00,27.3,,3.4,85,,박무,8
112,2017.7.11 18:00,26.1,,3.1,90,,박무,10
112,2017.7.11 19:00,25.7,,2.7,93,,,
112,2017.7.11 20:00,25.4,,2.7,93,,,
112,2017.7.11 21:00,25.1,,3.3,94,,박무,10
112,2017.7.11 22:00,24.7,0,3.5,97,,강한이슬비,10
112,2017.7.11 23:00,24.6,0,3.1,98,,안개엷어짐,10
112,2017.7.12 0:00,24.6,,2.5,98,,안개강해짐,10
112,2017.7.12 1:00,24.4,,3,98,,안개엷어짐,10
112,2017.7.12 2:00,24.4,,2.3,98,,안개강해짐,10
112,2017.7.12 3:00,24.2,0,2.6,98,,강한이슬비,10
112,2017.7.12 4:00,24.2,0,2.1,98,,강한이슬비,10
112,2017.7.12 5:00,24.2,0.1,1.5,99,,강한이슬비,10
112,2017.7.12 6:00,24.1,0,2.2,98,,안개엷어짐,10
112,2017.7.12 7:00,24.1,,2.6,99,,안개변화무,10
112,2017.7.12 8:00,24.1,0,2.6,99,,보통이슬비,10
112,2017.7.12 9:00,24.1,0,2.5,99,,보통이슬비,10
112,2017.7.12 10:00,24.3,0,2.7,98,,이슬비 끝,10
112,2017.7.12 11:00,24.3,,2.8,98,,박무,10
112,2017.7.12 12:00,24.6,,2.4,96,,박무,9
112,2017.7.12 13:00,26.7,,3.2,76,,구름조금,5
112,2017.7.12 14:00,27.5,,3.4,74,,맑음,1
112,2017.7.12 15:00,28.2,,2.6,70,,연무,6
112,2017.7.12 16:00,28,,2.7,67,,맑음,0
112,2017.7.12 17:00,27.8,,2.7,72,,맑음,0
112,2017.7.12 18:00,27.1,,2.2,73,,맑음,0
112,2017.7.12 19:00,26.7,,1.7,77,,,
112,2017.7.12 20:00,25.1,,2.1,86,,,
112,2017.7.12 21:00,24.9,,0.9,87,,맑음,0
112,2017.7.12 22:00,24.7,,0.8,81,,,
112,2017.7.12 23:00,24.4,,1,86,,,
112,2017.7.13 0:00,24.4,,0,85,,박무,0
112,2017.7.13 1:00,24,,1.3,86,,,
112,2017.7.13 2:00,23.7,,1.3,90,,,
112,2017.7.13 3:00,23.5,,1.7,89,,박무,0
112,2017.7.13 4:00,23.6,,1.1,88,,박무,0
112,2017.7.13 5:00,23.5,,1.3,93,,박무,3
112,2017.7.13 6:00,23.6,,1.6,96,,박무,8
112,2017.7.13 7:00,23.9,,1.1,92,,박무,9
112,2017.7.13 8:00,23.8,,2.8,94,,박무,9
112,2017.7.13 9:00,24.2,,2.4,91,,박무,9
112,2017.7.13 10:00,25.2,,2.2,82,,박무,7
112,2017.7.13 11:00,25.5,,3.4,83,,박무,7
112,2017.7.13 12:00,26.8,,2.7,75,,박무,6
112,2017.7.13 13:00,27.5,,2.8,75,,박무,3
112,2017.7.13 14:00,28,,2.5,71,,연무,8
112,2017.7.13 15:00,28.8,,2.3,69,,연무,3
112,2017.7.13 16:00,28.7,,3.1,70,,맑음,0
112,2017.7.13 17:00,29.4,,1.9,66,,맑음,0
112,2017.7.13 18:00,29.6,,3,69,,맑음,1
112,2017.7.13 19:00,28.4,,2.2,75,,,
112,2017.7.13 20:00,26.6,,2.5,85,,,
112,2017.7.13 21:00,25.9,,2.4,82,,박무,0
112,2017.7.13 22:00,25.7,,1.7,80,,,
112,2017.7.13 23:00,25.3,,0.8,80,,,
112,2017.7.14 0:00,25.5,,1.5,82,,박무,9
112,2017.7.14 1:00,25.7,,1,82,,,
112,2017.7.14 2:00,25.8,,0.6,85,,,
112,2017.7.14 3:00,25.7,,0.9,85,,박무,9
112,2017.7.14 4:00,25.8,,1.8,84,,박무,7
112,2017.7.14 5:00,25.7,,2.7,85,,박무,1
112,2017.7.14 6:00,25.6,,3,86,,박무,3
112,2017.7.14 7:00,25.9,,3.9,78,,박무,3
112,2017.7.14 8:00,26.8,,4.3,77,,박무,1
112,2017.7.14 9:00,27.9,,3.3,76,,박무,1
112,2017.7.14 10:00,29.5,,1.2,63,,맑음,1
112,2017.7.14 11:00,30.3,,4.5,65,,구름조금,3
112,2017.7.14 12:00,30.2,,3.7,72,,구름많음,8
112,2017.7.14 13:00,29.6,,3.8,67,,구름많음,8
112,2017.7.14 14:00,29.9,,3.5,63,,구름조금,4
112,2017.7.14 15:00,28.8,,4.3,70,,구름많음,7
112,2017.7.14 16:00,27,,5,85,,흐림,10
112,2017.7.14 17:00,26.8,,3.5,85,,흐림,10
112,2017.7.14 18:00,26.6,,1.2,80,,구름많음,7
112,2017.7.14 19:00,26.9,,2.3,74,,,
112,2017.7.14 20:00,27,,1.7,74,,,
112,2017.7.14 21:00,26.9,,2,74,,구름많음,8
112,2017.7.14 22:00,26.7,,1.2,82,,,
112,2017.7.14 23:00,26.6,,0.9,76,,,
112,2017.7.15 0:00,26.2,0.1,2,88,,약한비단속,10
112,2017.7.15 1:00,25.4,0,3.1,90,,비 끝남,10
112,2017.7.15 2:00,24.4,0,3.5,92,,약한비단속,10
112,2017.7.15 3:00,23.2,11.2,2.3,96,,보통비계속,10
112,2017.7.15 4:00,22.8,19.6,3.6,97,,강한비계속,10
112,2017.7.15 5:00,22.7,9.8,1.3,97,,보통비계속,10
112,2017.7.15 6:00,23.1,0,1.8,97,,비 끝남,10
112,2017.7.15 7:00,23.4,0,1.6,96,,비 끝남,10
112,2017.7.15 8:00,23.7,0,2.5,96,,비 끝남,10
112,2017.7.15 9:00,24.2,,3.3,93,,흐림,10
112,2017.7.15 10:00,24.2,,3.7,94,,흐림,10
112,2017.7.15 11:00,24.3,,3.8,95,,흐림,10
112,2017.7.15 12:00,24.6,,3.8,94,,흐림,10
112,2017.7.15 13:00,24.7,,3.1,93,,흐림,10
112,2017.7.15 14:00,24.1,0.8,3.2,97,,약한비단속,10
112,2017.7.15 15:00,24.1,0.4,4.4,97,,약한비계속,10
112,2017.7.15 16:00,24.1,0,4.7,97,,비 끝남,10
112,2017.7.15 17:00,24.5,,3.6,94,,구름많음,8
112,2017.7.15 18:00,24.5,0,2.8,94,,약한비단속,10
112,2017.7.15 19:00,24.1,0.3,2.8,96,,약한비계속,10
112,2017.7.15 20:00,23.9,0.6,3.4,97,,약한비계속,10
112,2017.7.15 21:00,23.9,0.4,2,98,,약한비계속,10
112,2017.7.15 22:00,24,0.4,1.6,98,,약한비계속,10
112,2017.7.15 23:00,23.9,0.2,1.5,98,,약한비계속,10
112,2017.7.16 0:00,23.9,0,1.1,98,,약한비단속,10
112,2017.7.16 1:00,24,0,1.4,98,,뇌우,10
112,2017.7.16 2:00,24,0.8,1.6,98,,뇌우,10
112,2017.7.16 3:00,23.6,8.7,3.7,98,,뇌우,10
112,2017.7.16 4:00,23,36.3,2.8,98,,뇌우,10
112,2017.7.16 5:00,23.2,5.2,2.1,99,,"뇌우끝,비",10
112,2017.7.16 6:00,23.4,2.4,1.4,99,,약한비계속,10
112,2017.7.16 7:00,23.6,0.3,2.2,98,,비 끝남,10
112,2017.7.16 8:00,23.7,,0.6,98,,박무,10
112,2017.7.16 9:00,24.1,,0.2,95,,흐림,9
112,2017.7.16 10:00,25,,0.7,91,,박무,9
112,2017.7.16 11:00,26,,2,83,,구름많음,7
112,2017.7.16 12:00,26.9,,3.2,80,,구름많음,8
112,2017.7.16 13:00,26.8,,2.8,82,,구름많음,8
112,2017.7.16 14:00,26.9,,2.9,81,,구름많음,8
112,2017.7.16 15:00,27.1,,3.1,76,,흐림,10
112,2017.7.16 16:00,26.3,,2.8,85,,흐림,10
112,2017.7.16 17:00,26.4,,2.3,92,,흐림,10
112,2017.7.16 18:00,25.8,,3,95,,박무,10
112,2017.7.16 19:00,25.8,,2.5,94,,,
112,2017.7.16 20:00,25.7,,1.4,95,,,
112,2017.7.16 21:00,25.5,,2.8,95,,박무,9
112,2017.7.16 22:00,25.6,,1.8,95,,,
112,2017.7.16 23:00,25.5,,0.8,95,,,
112,2017.7.17 0:00,25.6,,0.6,92,,구름많음,7
112,2017.7.17 1:00,25.7,,1.9,91,,,
112,2017.7.17 2:00,25.7,,2.2,92,,,
112,2017.7.17 3:00,25.5,0,2,95,,약한비단속,10
112,2017.7.17 4:00,25.3,0,2,96,,비 끝남,10
112,2017.7.17 5:00,25.3,,2,96,,박무,10
112,2017.7.17 6:00,25.3,,1.9,96,,박무,9
112,2017.7.17 7:00,25.4,,1.1,95,,흐림,9
112,2017.7.17 8:00,25.8,,1.6,90,,흐림,10
112,2017.7.17 9:00,26.5,,1.1,84,,흐림,10
112,2017.7.17 10:00,26.7,,2.3,86,,흐림,10
112,2017.7.17 11:00,27.2,,2.7,85,,흐림,10
112,2017.7.17 12:00,27.7,,2.6,83,,흐림,10
112,2017.7.17 13:00,26.8,0.2,2.3,93,,약한비단속,10
112,2017.7.17 14:00,25,2.6,2.3,94,,비 끝남,10
112,2017.7.17 15:00,26,,2.2,79,,흐림,10
112,2017.7.17 16:00,25.8,,3.1,80,,흐림,9
112,2017.7.17 17:00,25.6,,3.8,81,,흐림,9
112,2017.7.17 18:00,25.2,,1.1,80,,흐림,9
112,2017.7.17 19:00,24.9,,2.6,79,,,
112,2017.7.17 20:00,24.7,,1.6,82,,,
112,2017.7.17 21:00,24.8,,1,84,,흐림,10
112,2017.7.17 22:00,24.2,0,3.9,92,,약한비단속,10
112,2017.7.17 23:00,23.6,0,1.4,96,,비 끝남,10
112,2017.7.18 0:00,23.6,0,2,95,,비 끝남,10
112,2017.7.18 1:00,23.7,,2.7,94,,,
112,2017.7.18 2:00,23.6,,3.2,94,,,
112,2017.7.18 3:00,23.7,,1.8,95,,박무,9
112,2017.7.18 4:00,23.7,0.6,2,97,,약한비단속,10
112,2017.7.18 5:00,23.8,0.4,1.4,97,,약한비단속,10
112,2017.7.18 6:00,23.8,0,1.5,97,,비 끝남,10
112,2017.7.18 7:00,23.8,0,1.7,97,,약한비단속,10
112,2017.7.18 8:00,24.1,0.1,0.7,97,,비 끝남,10
112,2017.7.18 9:00,24.4,,1.3,96,,박무,10
112,2017.7.18 10:00,25.6,,1.9,88,,흐림,9
112,2017.7.18 11:00,26.3,,2.3,84,,흐림,9
112,2017.7.18 12:00,26.8,,2.5,80,,흐림,9
112,2017.7.18 13:00,27.6,,2.6,77,,구름많음,8
112,2017.7.18 14:00,28.2,,2.3,73,,구름많음,7
112,2017.7.18 15:00,28.9,,2.6,74,,구름많음,6
112,2017.7.18 16:00,28.6,,2.8,73,,맑음,1
112,2017.7.18 17:00,28.9,,3,73,,구름조금,3
112,2017.7.18 18:00,28.1,,3.4,78,,구름조금,3
112,2017.7.18 19:00,27.8,,2.7,76,,,
112,2017.7.18 20:00,26.2,,2.9,88,,,
112,2017.7.18 21:00,25.5,,2.2,94,,구름조금,3
112,2017.7.18 22:00,25.1,,1.8,95,,,
112,2017.7.18 23:00,24.8,,2.2,95,,,
112,2017.7.19 0:00,24.7,,1.7,95,,박무,8
112,2017.7.19 1:00,24.6,,1.4,95,,,
112,2017.7.19 2:00,24.4,,2,95,,,
112,2017.7.19 3:00,24.3,,1.5,95,,박무,9
112,2017.7.19 4:00,24.3,,0.5,94,,박무,9
112,2017.7.19 5:00,24.3,,0.3,89,,박무,10
112,2017.7.19 6:00,24.3,,1.9,89,,박무,10
112,2017.7.19 7:00,24.4,,2.1,89,,박무,9
112,2017.7.19 8:00,24.7,,2.9,87,,구름많음,8
112,2017.7.19 9:00,25.8,,1.5,78,,맑음,2
112,2017.7.19 10:00,27.4,,1.4,71,,맑음,2
112,2017.7.19 11:00,29.2,,0.9,64,,구름조금,3
112,2017.7.19 12:00,28.6,,3.4,71,,연무,2
112,2017.7.19 13:00,28.5,,3.5,72,,맑음,1
112,2017.7.19 14:00,28.9,,3,70,,구름많음,6
112,2017.7.19 15:00,29.3,,4.1,71,,구름많음,6
112,2017.7.19 16:00,29.2,,3.8,68,,구름많음,8
112,2017.7.19 17:00,28.7,,3.6,71,,흐림,9
112,2017.7.19 18:00,28.3,,2.2,74,,흐림,9
112,2017.7.19 19:00,27.5,,2.6,80,,,
112,2017.7.19 20:00,26.9,,1.5,77,,,
112,2017.7.19 21:00,26.9,,0.5,67,,구름많음,6
112,2017.7.19 22:00,26.1,,3.3,90,,,
112,2017.7.19 23:00,25.4,,2.5,93,,,
112,2017.7.20 0:00,25.2,,0.8,86,,구름많음,8
112,2017.7.20 1:00,25.5,,0.9,81,,,
112,2017.7.20 2:00,25.5,,1.5,87,,,
112,2017.7.20 3:00,25.2,,1.4,91,,박무,0
112,2017.7.20 4:00,24.8,,2.4,96,,박무,3
112,2017.7.20 5:00,24.1,,1.6,97,,안개변화무,10
112,2017.7.20 6:00,24.2,,0.8,98,,안개 끝,10
112,2017.7.20 7:00,24.4,,1.2,97,,박무,5
112,2017.7.20 8:00,25.5,,1.5,90,,박무,0
112,2017.7.20 9:00,27.1,,2.5,77,,박무,0
112,2017.7.20 10:00,28.2,,2.5,74,,연무,0
112,2017.7.20 11:00,29.3,,2.3,72,,연무,4
112,2017.7.20 12:00,29.9,,2.9,69,,연무,6
112,2017.7.20 13:00,30.6,,3.2,66,,연무,0
112,2017.7.20 14:00,31.6,,2.8,62,,맑음,1
112,2017.7.20 15:00,31.8,,3.7,64,,맑음,2
112,2017.7.20 16:00,30.6,,3.3,76,,연무,1
112,2017.7.20 17:00,30.4,,2.1,72,,맑음,0
112,2017.7.20 18:00,29.6,,3.9,74,,맑음,0
112,2017.7.20 19:00,28.9,,2,80,,,
112,2017.7.20 20:00,28.1,,2.8,81,,,
112,2017.7.20 21:00,27.6,,2.2,82,,박무,0
112,2017.7.20 22:00,27.2,,1.6,83,,,
112,2017.7.20 23:00,27.5,,3.2,79,,,
112,2017.7.21 0:00,27.2,,2,81,,맑음,0
112,2017.7.21 1:00,27.1,,3.2,80,,,
112,2017.7.21 2:00,27,,2.5,82,,,
112,2017.7.21 3:00,26.7,,3.5,87,,박무,6
112,2017.7.21 4:00,26.7,,3.4,90,,박무,9
112,2017.7.21 5:00,26.5,,3.2,92,,박무,9
112,2017.7.21 6:00,26.3,,3.3,93,,박무,9
112,2017.7.21 7:00,26.6,,3,92,,박무,9
112,2017.7.21 8:00,27,,3,88,,박무,10
112,2017.7.21 9:00,27.4,,3.6,85,,박무,10
112,2017.7.21 10:00,28.6,,3.1,79,,구름많음,7
112,2017.7.21 11:00,29.9,,4.4,74,,구름많음,7
112,2017.7.21 12:00,29.9,,4,73,,흐림,9
112,2017.7.21 13:00,29.7,,3.6,76,,구름많음,6
112,2017.7.21 14:00,29.3,,3.6,78,,흐림,9
112,2017.7.21 15:00,29.9,,3.8,76,,구름많음,8
112,2017.7.21 16:00,30.1,,3.5,76,,구름많음,7
